title,rank,date,artist,url,region,chart,trend,streams
Shape of You,62,2018-03-21,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Uruguay,top200,MOVE_UP,2804.0
7 rings,1,2019-03-11,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Taiwan,top200,SAME_POSITION,24331.0
Castle on the Hill,57,2017-05-23,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Denmark,top200,MOVE_UP,21768.0
Perfect,86,2020-02-03,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Singapore,top200,MOVE_UP,10618.0
New Man,175,2017-03-28,Ed Sheeran,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,Indonesia,top200,MOVE_UP,5383.0
"break up with your girlfriend, i'm bored",16,2019-03-19,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Norway,top200,MOVE_UP,50539.0
34+35,135,2021-04-26,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Hong Kong,top200,MOVE_DOWN,3923.0
positions,70,2021-04-19,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Canada,top200,MOVE_UP,45589.0
Thinking out Loud,152,2018-03-02,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Japan,top200,MOVE_DOWN,4745.0
Shape of You,30,2018-04-20,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Poland,top200,MOVE_UP,25967.0
Perfect,14,2017-04-02,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Costa Rica,top200,MOVE_UP,8593.0
Shape of You,78,2018-07-20,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Uruguay,top200,MOVE_DOWN,2271.0
34+35,200,2021-08-14,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Saudi Arabia,top200,MOVE_DOWN,2072.0
Thinking out Loud,151,2018-10-01,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Colombia,top200,MOVE_UP,5906.0
Perfect Duet (Ed Sheeran & Beyoncé),110,2018-06-12,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Iceland,top200,MOVE_DOWN,1085.0
Castle on the Hill,179,2017-09-24,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Hong Kong,top200,SAME_POSITION,2007.0
Stuck with U (with Justin Bieber),29,2020-10-20,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Singapore,top200,SAME_POSITION,17946.0
Shape of You,46,2018-01-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Philippines,top200,SAME_POSITION,63002.0
Bad Habits,49,2021-08-19,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Canada,viral50,MOVE_DOWN,
Castle on the Hill,45,2017-03-06,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Greece,viral50,NEW_ENTRY,
Galway Girl,10,2017-04-02,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Greece,top200,MOVE_DOWN,3151.0
Shape of You,155,2020-01-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Malaysia,top200,MOVE_DOWN,6120.0
Shape of You,41,2017-09-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Norway,top200,MOVE_UP,32261.0
Castle on the Hill,108,2018-03-01,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,New Zealand,top200,MOVE_UP,7876.0
South of the Border (feat. Camila Cabello & Cardi B),62,2020-01-25,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Hong Kong,top200,MOVE_DOWN,3368.0
Overpass Graffiti,28,2021-11-09,Ed Sheeran,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3,Estonia,top200,MOVE_UP,1749.0
Bibia Be Ye Ye,162,2017-03-17,Ed Sheeran,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2,Hong Kong,top200,MOVE_DOWN,2199.0
Afterglow,54,2020-12-23,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Austria,top200,MOVE_DOWN,16798.0
Beautiful People (feat. Khalid),100,2020-01-26,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Germany,top200,MOVE_UP,78505.0
Happier,41,2017-03-21,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Global,top200,MOVE_UP,1900860.0
First Times,48,2021-11-02,Ed Sheeran,https://open.spotify.com/track/5QYnNhTKsN3kE7OaqILA1U,Finland,top200,MOVE_DOWN,11559.0
Shape of You - Stormzy Remix,40,2017-02-24,Ed Sheeran,https://open.spotify.com/track/2NHSYwGkAvPHzCinY0KwXo,Ireland,top200,NEW_ENTRY,15077.0
Into You,107,2017-01-15,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,Australia,top200,SAME_POSITION,19523.0
7 rings,148,2019-07-20,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Dominican Republic,top200,MOVE_DOWN,1677.0
Perfect,44,2017-03-29,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Norway,top200,MOVE_DOWN,44518.0
Shape of You,18,2017-12-20,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Costa Rica,top200,MOVE_UP,11998.0
"thank u, next",32,2019-05-10,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Philippines,top200,MOVE_DOWN,89982.0
"thank u, next",6,2019-02-03,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Hong Kong,top200,MOVE_DOWN,10912.0
Supermarket Flowers,76,2017-03-28,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,Global,top200,MOVE_DOWN,945208.0
I Don't Care (with Justin Bieber),80,2020-05-06,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Australia,top200,MOVE_UP,47473.0
Shape of You,193,2021-03-27,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United Kingdom,top200,NEW_ENTRY,58723.0
34+35,151,2021-05-13,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Hong Kong,top200,MOVE_DOWN,3778.0
Shape of You,83,2019-03-02,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Hungary,top200,MOVE_UP,2809.0
breathin,39,2018-10-10,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Estonia,top200,MOVE_UP,1241.0
Photograph,87,2017-03-13,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,United Kingdom,top200,MOVE_DOWN,68230.0
Shape of You,72,2018-05-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Argentina,top200,MOVE_DOWN,33359.0
Thinking out Loud,116,2017-09-20,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Sweden,top200,SAME_POSITION,21982.0
Castle on the Hill,78,2018-03-11,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,United Kingdom,top200,MOVE_UP,69462.0
Perfect,103,2018-05-20,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Uruguay,top200,SAME_POSITION,1563.0
7 rings,112,2020-02-16,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,South Africa,top200,MOVE_UP,1908.0
Bad Habits,20,2021-07-23,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Philippines,top200,SAME_POSITION,128770.0
Perfect,64,2018-05-16,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Global,top200,MOVE_UP,1085451.0
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),77,2019-10-03,Ariana Grande,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,Brazil,top200,MOVE_DOWN,147221.0
Shape of You,2,2017-01-15,Ed Sheeran,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,Spain,viral50,MOVE_DOWN,
Put It All on Me (feat. Ella Mai),189,2019-07-18,Ed Sheeran,https://open.spotify.com/track/5T03itPFOPGGkvVPvPiyla,Sweden,top200,MOVE_DOWN,20160.0
positions,91,2021-01-25,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,El Salvador,top200,MOVE_UP,3292.0
"thank u, next",110,2020-01-30,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Indonesia,top200,MOVE_DOWN,42260.0
Shivers,29,2021-10-05,Ed Sheeran,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,New Zealand,viral50,MOVE_DOWN,
My Everything,98,2020-08-14,Ariana Grande,https://open.spotify.com/track/225VaBkbh5xUoVexDhvaRJ,Indonesia,top200,MOVE_UP,47479.0
Castle on the Hill,118,2018-05-01,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,New Zealand,top200,MOVE_UP,7380.0
Happier,61,2018-08-02,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Switzerland,top200,MOVE_UP,8666.0
no tears left to cry,168,2019-01-18,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Switzerland,top200,MOVE_UP,6308.0
bloodline,69,2019-03-01,Ariana Grande,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,Global,top200,MOVE_DOWN,1269008.0
What Do I Know?,183,2017-05-26,Ed Sheeran,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,Global,top200,MOVE_DOWN,529515.0
South of the Border (feat. Camila Cabello & Cardi B),64,2019-09-30,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,United Kingdom,top200,MOVE_DOWN,88683.0
Perfect,46,2017-04-01,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Italy,top200,MOVE_DOWN,36753.0
Shape of You,4,2017-01-16,Ed Sheeran,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,Hong Kong,viral50,MOVE_UP,
Shivers,17,2021-10-06,Ed Sheeran,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,Switzerland,viral50,MOVE_DOWN,
breathin,131,2018-11-30,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Israel,top200,MOVE_DOWN,1675.0
Castle on the Hill,199,2017-09-16,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Germany,top200,NEW_ENTRY,33362.0
Thinking out Loud,181,2017-09-29,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Ireland,top200,MOVE_DOWN,3910.0
Supermarket Flowers,152,2017-06-26,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,Singapore,top200,MOVE_UP,3843.0
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),147,2019-10-24,Ariana Grande,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,Turkey,top200,MOVE_DOWN,26607.0
Galway Girl,86,2017-07-15,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Finland,top200,SAME_POSITION,14227.0
South of the Border (feat. Camila Cabello & Cardi B),26,2019-08-16,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Hong Kong,top200,MOVE_DOWN,5961.0
Photograph,114,2017-07-22,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Paraguay,top200,MOVE_DOWN,1373.0
I Don't Care (with Justin Bieber),140,2019-09-11,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Chile,top200,MOVE_UP,29030.0
Perfect,31,2017-10-02,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Hungary,top200,SAME_POSITION,3990.0
Shape of You,141,2018-10-11,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Austria,top200,MOVE_UP,3924.0
7 rings,12,2019-05-07,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Hungary,top200,MOVE_UP,6772.0
34+35,118,2021-09-11,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Thailand,top200,MOVE_UP,9882.0
positions,64,2021-08-26,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Saudi Arabia,top200,MOVE_UP,3862.0
Shape of You,150,2018-05-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,United States,top200,MOVE_UP,238171.0
Photograph,66,2017-09-11,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Paraguay,top200,MOVE_UP,1873.0
"thank u, next",2,2018-11-29,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Estonia,viral50,SAME_POSITION,
Happier,121,2019-04-14,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Singapore,top200,SAME_POSITION,7611.0
Shape of You,82,2020-07-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Japan,top200,MOVE_UP,31321.0
imagine,38,2018-12-18,Ariana Grande,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,Philippines,top200,MOVE_UP,75408.0
Photograph,107,2017-11-20,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Taiwan,top200,MOVE_DOWN,4308.0
I'm a Mess,112,2017-02-02,Ed Sheeran,https://open.spotify.com/track/3KiktyOxQd2Z0bmnabgRq2,Ireland,top200,MOVE_DOWN,3921.0
Perfect,8,2017-11-06,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Belgium,top200,MOVE_DOWN,22683.0
7 rings,168,2019-08-17,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Austria,top200,MOVE_UP,4201.0
Santa Tell Me,57,2019-11-23,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Sweden,top200,MOVE_UP,46564.0
Perfect,124,2020-02-23,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Malaysia,top200,MOVE_UP,8970.0
Perfect,179,2019-05-22,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Panama,top200,MOVE_DOWN,1398.0
Shape of You,166,2019-05-24,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Spain,top200,MOVE_DOWN,37981.0
7 rings,2,2019-03-19,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,South Africa,top200,SAME_POSITION,5616.0
Photograph,161,2017-04-28,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Japan,top200,MOVE_DOWN,1452.0
Thinking out Loud,97,2019-08-07,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Hungary,top200,MOVE_UP,2822.0
no tears left to cry,129,2018-11-07,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Norway,top200,MOVE_UP,13048.0
Dive,166,2017-12-08,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,New Zealand,top200,MOVE_DOWN,6586.0
New Man,30,2017-04-17,Ed Sheeran,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,United Kingdom,top200,MOVE_UP,162811.0
7 rings,78,2019-05-20,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Panama,top200,MOVE_UP,2598.0
I Don't Care (with Justin Bieber),64,2020-04-25,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,United Kingdom,top200,MOVE_UP,102467.0
"thank u, next",110,2020-06-11,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Malaysia,top200,MOVE_UP,8479.0
no tears left to cry,1,2018-04-26,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Indonesia,viral50,SAME_POSITION,
Afterglow,53,2021-04-12,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,New Zealand,top200,SAME_POSITION,11044.0
Happier,55,2017-03-24,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Indonesia,top200,MOVE_DOWN,16023.0
"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix",113,2021-02-05,Ariana Grande,https://open.spotify.com/track/3jjBPF4NDMCU51psU8JPpR,United States,top200,MOVE_DOWN,280213.0
Photograph,61,2017-02-16,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,United Kingdom,top200,MOVE_DOWN,73494.0
Shape of You,75,2018-03-16,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Philippines,top200,MOVE_UP,37793.0
7 rings,59,2019-08-07,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Portugal,top200,MOVE_DOWN,7799.0
Happier,189,2017-12-08,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Canada,top200,MOVE_DOWN,26606.0
Shape of You,168,2021-05-22,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,New Zealand,top200,MOVE_UP,6250.0
Hearts Don't Break Around Here,175,2017-04-06,Ed Sheeran,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk,Austria,top200,MOVE_DOWN,1785.0
Dive,26,2017-03-17,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,Singapore,viral50,MOVE_UP,
Beautiful People (feat. Khalid),110,2020-03-16,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Norway,top200,MOVE_UP,13333.0
I Don't Care (with Justin Bieber),133,2019-07-31,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Turkey,top200,MOVE_UP,24245.0
needy,5,2019-02-08,Ariana Grande,https://open.spotify.com/track/1TEL6MlSSVLSdhOSddidlJ,Romania,top200,NEW_ENTRY,9782.0
Perfect,114,2018-12-28,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,New Zealand,top200,SAME_POSITION,8284.0
Castle on the Hill,162,2017-08-05,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Philippines,top200,MOVE_UP,20052.0
Galway Girl,135,2018-04-14,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Belgium,top200,MOVE_UP,4937.0
Perfect Duet (Ed Sheeran & Beyoncé),21,2017-12-30,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Czech Republic,top200,MOVE_UP,4997.0
"thank u, next",52,2019-02-02,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Bolivia,top200,MOVE_DOWN,2876.0
Shape of You,161,2019-07-29,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Panama,top200,MOVE_UP,1385.0
34+35,19,2020-11-22,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Hong Kong,top200,MOVE_UP,10436.0
sweetener,104,2018-08-24,Ariana Grande,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH,Iceland,top200,SAME_POSITION,1235.0
Shape of You,8,2017-07-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Portugal,top200,MOVE_UP,17195.0
7 rings,1,2019-02-22,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Czech Republic,top200,SAME_POSITION,15525.0
7 rings,151,2021-03-05,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Global,top200,MOVE_DOWN,871849.0
I Don't Care (with Justin Bieber),162,2020-05-11,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Italy,top200,MOVE_DOWN,35586.0
"thank u, next",76,2019-06-10,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,New Zealand,top200,MOVE_DOWN,8981.0
Beautiful People (feat. Khalid),100,2020-07-04,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Hong Kong,top200,SAME_POSITION,3929.0
Perfect,160,2018-07-11,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Brazil,top200,MOVE_DOWN,59336.0
Photograph,128,2021-06-29,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Philippines,top200,MOVE_DOWN,33463.0
Eraser,51,2017-03-16,Ed Sheeran,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2,Singapore,top200,MOVE_DOWN,12903.0
positions,109,2021-04-25,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Hungary,top200,MOVE_UP,3362.0
everytime,45,2018-08-19,Ariana Grande,https://open.spotify.com/track/0WdR2AyLW1Drd3OUdwezM0,Czech Republic,top200,MOVE_UP,4019.0
Hearts Don't Break Around Here,69,2017-03-17,Ed Sheeran,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk,Italy,top200,MOVE_DOWN,23292.0
Galway Girl,14,2017-03-26,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Netherlands,top200,MOVE_UP,120448.0
South of the Border (feat. Camila Cabello & Cardi B),38,2019-11-09,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Ireland,viral50,MOVE_UP,
Thinking out Loud,138,2017-12-16,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Japan,top200,MOVE_DOWN,4396.0
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),17,2019-09-16,Ariana Grande,https://open.spotify.com/track/3NkJNL3WqO1Lqc3uNDxvCN,Belgium,top200,SAME_POSITION,23629.0
I Don't Care (with Justin Bieber),90,2020-07-05,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Hungary,top200,MOVE_DOWN,3176.0
The A Team,171,2017-02-05,Ed Sheeran,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK,Norway,top200,MOVE_UP,8662.0
Dive,41,2017-03-12,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,Italy,top200,MOVE_UP,37511.0
positions,150,2021-03-29,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Colombia,top200,NEW_ENTRY,11758.0
Photograph,108,2017-01-05,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Panama,top200,MOVE_DOWN,1008.0
"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",180,2019-04-26,Ed Sheeran,https://open.spotify.com/track/3B7udSGy2PfgoCniMSb523,Singapore,top200,NEW_ENTRY,6700.0
Photograph,74,2017-01-22,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Spain,top200,MOVE_UP,29949.0
The A Team,107,2017-02-04,Ed Sheeran,https://open.spotify.com/track/1VdZ0vKfR5jneCmWIUAMxK,Ireland,top200,MOVE_UP,4191.0
Beautiful People (feat. Khalid),62,2021-03-11,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,South Africa,top200,MOVE_UP,4118.0
Shape of You,116,2019-04-21,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Switzerland,top200,MOVE_UP,6150.0
positions,113,2021-07-22,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,South Korea,top200,MOVE_DOWN,1888.0
Perfect Duet (Ed Sheeran & Beyoncé),118,2018-06-13,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Norway,top200,MOVE_DOWN,14533.0
Shape of You,55,2017-12-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Germany,top200,MOVE_UP,106567.0
God is a woman,25,2018-08-03,Ariana Grande,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ,Dominican Republic,viral50,SAME_POSITION,
Shape of You,154,2019-01-20,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Thailand,top200,MOVE_DOWN,3278.0
Cross Me (feat. Chance the Rapper & PnB Rock),11,2019-06-11,Ed Sheeran,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,Canada,top200,MOVE_UP,116293.0
34+35,53,2021-01-28,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Taiwan,top200,MOVE_DOWN,15385.0
"thank u, next",9,2018-12-26,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Slovakia,viral50,MOVE_DOWN,
Bad Habits,53,2021-09-12,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Spain,top200,MOVE_UP,94029.0
"break up with your girlfriend, i'm bored",4,2019-03-03,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,Slovakia,top200,MOVE_DOWN,5039.0
Perfect,13,2017-12-17,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Canada,top200,MOVE_UP,84801.0
Shape of You,46,2018-05-19,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,France,top200,MOVE_UP,57060.0
Shape of You,5,2017-05-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Spain,top200,SAME_POSITION,206130.0
Dive,68,2017-06-25,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,New Zealand,top200,MOVE_UP,8723.0
34+35,143,2021-07-26,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Singapore,top200,MOVE_DOWN,6571.0
Perfect Duet (Ed Sheeran & Beyoncé),165,2018-05-09,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Brazil,top200,MOVE_UP,59529.0
