title,rank,date,artist,url,region,chart,trend,streams
Perfect,2,2017-11-11,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Thailand,top200,SAME_POSITION,7895.0
"thank u, next",48,2019-04-12,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Japan,top200,MOVE_DOWN,16153.0
Thinking out Loud,79,2017-02-19,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Global,top200,MOVE_UP,714078.0
34+35,97,2021-07-11,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Indonesia,top200,MOVE_DOWN,47459.0
Castle on the Hill,178,2019-03-20,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Australia,top200,MOVE_DOWN,30461.0
Shape of You,163,2019-02-22,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Iceland,top200,NEW_ENTRY,1069.0
Bad Habits,97,2021-09-28,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Thailand,top200,SAME_POSITION,11023.0
Photograph,62,2019-05-26,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Hong Kong,top200,MOVE_UP,3736.0
7 rings,139,2019-12-30,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Colombia,top200,MOVE_UP,9304.0
Photograph,83,2017-07-03,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Ecuador,top200,MOVE_UP,3000.0
Beautiful People (feat. Khalid),127,2019-09-14,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,El Salvador,top200,MOVE_DOWN,1783.0
positions,74,2021-09-21,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Malaysia,top200,MOVE_UP,12124.0
34+35,32,2021-01-12,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Belgium,top200,SAME_POSITION,16857.0
Happier,98,2018-08-19,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Switzerland,top200,MOVE_UP,6034.0
Shape of You,79,2019-01-29,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Uruguay,top200,MOVE_DOWN,2679.0
Photograph,123,2018-03-13,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Ecuador,top200,MOVE_DOWN,2456.0
Shape of You,52,2020-01-30,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Japan,top200,SAME_POSITION,31498.0
Photograph,59,2017-01-04,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Honduras,top200,MOVE_UP,1289.0
Galway Girl,149,2017-11-28,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Hong Kong,top200,MOVE_UP,2522.0
test drive,184,2021-02-19,Ariana Grande,https://open.spotify.com/track/3eZYOQO4UzKrUDYDghtnFw,Argentina,top200,NEW_ENTRY,27983.0
Perfect,144,2019-09-14,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Global,top200,MOVE_DOWN,788114.0
34+35,123,2020-11-27,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Denmark,top200,MOVE_DOWN,15909.0
breathin,48,2018-08-19,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Uruguay,top200,MOVE_UP,2926.0
Stuck with U (with Justin Bieber),5,2020-05-23,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Thailand,top200,SAME_POSITION,46640.0
Perfect,107,2018-10-04,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Thailand,top200,MOVE_UP,3713.0
Galway Girl,51,2017-05-21,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,France,top200,MOVE_UP,49095.0
Thinking out Loud,165,2019-01-21,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Guatemala,top200,NEW_ENTRY,1908.0
Bibia Be Ye Ye,89,2017-03-21,Ed Sheeran,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2,Netherlands,top200,MOVE_UP,45883.0
Happier,52,2017-03-22,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Indonesia,top200,SAME_POSITION,18724.0
Hearts Don't Break Around Here,46,2017-03-04,Ed Sheeran,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk,Japan,top200,MOVE_UP,4380.0
New Man,155,2018-05-21,Ed Sheeran,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,Ireland,top200,MOVE_DOWN,4466.0
Happier,172,2017-07-25,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Switzerland,top200,MOVE_DOWN,2927.0
Shape of You,5,2017-06-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Honduras,top200,SAME_POSITION,5886.0
Perfect,184,2019-03-31,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Ecuador,top200,MOVE_UP,2899.0
Thinking out Loud,123,2018-03-28,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Argentina,top200,MOVE_DOWN,20083.0
Bad Habits,4,2021-11-06,Ed Sheeran,https://open.spotify.com/track/3rmo8F54jFF8OgYsqTxm5d,Ireland,top200,SAME_POSITION,47730.0
Perfect,38,2018-02-25,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Italy,top200,MOVE_UP,65259.0
Perfect,173,2021-02-23,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Colombia,top200,MOVE_DOWN,10786.0
Perfect,87,2018-08-28,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Global,top200,MOVE_UP,890283.0
Stuck with U (with Justin Bieber),19,2020-11-30,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Indonesia,top200,SAME_POSITION,116970.0
Perfect,56,2017-08-31,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Sweden,top200,MOVE_UP,37967.0
Perfect Duet (Ed Sheeran & Beyoncé),9,2017-12-17,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Norway,viral50,MOVE_DOWN,
Thinking out Loud,143,2018-10-12,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,El Salvador,top200,MOVE_DOWN,1106.0
Perfect,124,2019-01-24,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Taiwan,top200,MOVE_DOWN,5218.0
What Do I Know?,105,2017-04-14,Ed Sheeran,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,Austria,top200,MOVE_DOWN,2786.0
Shape of You,69,2019-04-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Colombia,top200,MOVE_DOWN,11005.0
Beautiful People (feat. Khalid),61,2020-06-11,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,United Arab Emirates,top200,MOVE_DOWN,1670.0
"thank u, next",83,2019-06-08,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Saudi Arabia,top200,MOVE_UP,3090.0
positions,61,2020-11-08,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Turkey,top200,MOVE_UP,44414.0
Way To Break My Heart (feat. Skrillex),66,2019-07-15,Ed Sheeran,https://open.spotify.com/track/5d1rmWWF1725tnYjq6rMDB,Denmark,top200,MOVE_DOWN,18106.0
Shape of You (feat. Zion & Lennox) - Latin Remix,57,2017-05-17,Ed Sheeran,https://open.spotify.com/track/5nCtCCB5i1OfbADvynNw0i,Uruguay,top200,MOVE_UP,2575.0
I Don't Care (with Justin Bieber),59,2020-02-26,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Ireland,top200,MOVE_DOWN,10837.0
Perfect,64,2018-09-24,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Vietnam,top200,MOVE_DOWN,1227.0
Into You,192,2017-03-03,Ariana Grande,https://open.spotify.com/track/7yHEDfrJNd0zWOfXwydNH0,Global,top200,MOVE_DOWN,483652.0
Perfect,149,2019-03-10,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Guatemala,top200,MOVE_DOWN,2159.0
34+35,175,2020-11-23,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,France,top200,SAME_POSITION,39221.0
Castle on the Hill,190,2017-09-15,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Portugal,top200,MOVE_DOWN,2397.0
no tears left to cry,67,2019-02-09,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Lithuania,top200,MOVE_DOWN,1071.0
Afterglow,39,2021-01-21,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Netherlands,viral50,MOVE_DOWN,
God is a woman,16,2018-07-24,Ariana Grande,https://open.spotify.com/track/7gkWXbAxIYuvtOpcN3p9GJ,Portugal,top200,MOVE_DOWN,15720.0
BLOW (with Chris Stapleton & Bruno Mars),105,2019-07-10,Ed Sheeran,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM,Singapore,top200,MOVE_DOWN,9459.0
Perfect,176,2021-10-10,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Czech Republic,top200,NEW_ENTRY,4338.0
Perfect,103,2018-06-27,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Colombia,top200,MOVE_DOWN,7299.0
no tears left to cry,1,2018-04-24,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Global,viral50,SAME_POSITION,
7 rings,11,2019-03-12,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United Arab Emirates,viral50,SAME_POSITION,
Supermarket Flowers,124,2017-11-28,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,Ireland,top200,MOVE_DOWN,4435.0
"thank u, next",160,2020-01-03,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Canada,top200,MOVE_DOWN,33705.0
Beautiful People (feat. Khalid),42,2020-09-26,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,South Africa,top200,MOVE_DOWN,4653.0
Shape of You,1,2017-01-12,Ed Sheeran,https://open.spotify.com/track/0FE9t6xYkqWXU2ahLh6D8X,Belgium,viral50,SAME_POSITION,
South of the Border (feat. Camila Cabello & Cardi B),28,2019-10-21,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Hungary,top200,SAME_POSITION,5571.0
Perfect,168,2019-04-06,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Israel,top200,MOVE_DOWN,1779.0
Galway Girl,52,2017-09-09,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Philippines,top200,SAME_POSITION,52870.0
Photograph,128,2020-09-23,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Singapore,top200,MOVE_UP,7661.0
Shape of You,67,2018-04-17,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Iceland,top200,MOVE_DOWN,1375.0
Supermarket Flowers,83,2017-03-04,Ed Sheeran,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG,Brazil,top200,MOVE_DOWN,73959.0
Happier,70,2018-07-24,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Australia,top200,MOVE_DOWN,46954.0
Castle on the Hill,47,2017-05-04,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Belgium,top200,MOVE_UP,9955.0
Galway Girl,14,2017-04-29,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Switzerland,top200,MOVE_DOWN,17957.0
Galway Girl,67,2017-06-04,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Malaysia,top200,MOVE_UP,7068.0
Don't,126,2017-02-06,Ed Sheeran,https://open.spotify.com/track/6gTJaPuj8DT8RjuDJyBgzP,Ireland,top200,MOVE_DOWN,3531.0
"thank u, next",3,2018-12-22,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,United States,top200,SAME_POSITION,1437750.0
Stuck with U (with Justin Bieber),70,2021-08-25,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Singapore,top200,MOVE_UP,9752.0
Perfect,163,2021-08-02,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Switzerland,top200,MOVE_DOWN,5646.0
Shape of You,4,2017-05-22,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Colombia,top200,SAME_POSITION,46921.0
Stuck with U (with Justin Bieber),8,2020-05-15,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Estonia,top200,MOVE_UP,2635.0
Shape of You,30,2017-05-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Nicaragua,viral50,MOVE_DOWN,
7 rings,1,2019-02-12,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Israel,top200,SAME_POSITION,16311.0
7 rings,73,2020-01-02,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,United Kingdom,top200,MOVE_DOWN,83926.0
What Do I Know?,62,2017-03-22,Ed Sheeran,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92,Canada,top200,MOVE_DOWN,53370.0
Shape of You,39,2017-12-30,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Ecuador,top200,MOVE_DOWN,8767.0
7 rings,30,2019-03-04,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Dominican Republic,top200,MOVE_UP,5231.0
34+35,130,2020-11-04,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,Russia,top200,MOVE_DOWN,10367.0
Dive,80,2017-03-13,Ed Sheeran,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls,Turkey,top200,MOVE_UP,7312.0
The Joker And The Queen,110,2021-10-29,Ed Sheeran,https://open.spotify.com/track/3NuLxTXowTRcguTh9RsPmM,Norway,top200,NEW_ENTRY,15341.0
Bad Habits,2,2021-07-22,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Norway,top200,SAME_POSITION,124552.0
Beautiful People (feat. Khalid),63,2020-10-14,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Singapore,top200,MOVE_DOWN,10700.0
motive (with Doja Cat),160,2020-11-28,Ariana Grande,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT,United States,top200,MOVE_UP,252254.0
Beautiful People (feat. Khalid),54,2020-07-21,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Singapore,top200,MOVE_UP,11084.0
How Would You Feel (Paean),56,2017-03-22,Ed Sheeran,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN,Hong Kong,top200,MOVE_DOWN,4214.0
34+35,178,2021-03-17,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,El Salvador,top200,MOVE_UP,2209.0
Perfect,171,2018-08-07,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,United Kingdom,top200,MOVE_UP,50744.0
New Man,18,2017-03-12,Ed Sheeran,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,Denmark,top200,MOVE_UP,40559.0
Thinking out Loud,124,2017-07-30,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Global,top200,MOVE_UP,516017.0
South of the Border (feat. Camila Cabello & Cardi B),151,2019-07-26,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Spain,top200,MOVE_UP,41980.0
Galway Girl,65,2017-11-29,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Thailand,top200,MOVE_DOWN,2537.0
Remember The Name (feat. Eminem & 50 Cent),61,2019-07-16,Ed Sheeran,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,Greece,top200,MOVE_UP,3382.0
Photograph,70,2018-04-25,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Singapore,top200,MOVE_UP,10558.0
breathin,107,2018-09-10,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,El Salvador,top200,MOVE_UP,1154.0
no tears left to cry,117,2019-01-09,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Sweden,top200,MOVE_DOWN,22576.0
Shape of You,20,2017-08-06,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Canada,top200,MOVE_UP,77919.0
Thinking out Loud,95,2017-02-16,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Italy,top200,MOVE_DOWN,17055.0
Thinking out Loud,154,2018-06-07,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Colombia,top200,MOVE_DOWN,5892.0
Galway Girl,174,2019-07-31,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Czech Republic,top200,MOVE_UP,2904.0
boyfriend (with Social House),172,2019-11-24,Ariana Grande,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,United States,top200,MOVE_UP,213086.0
Shape of You,145,2019-07-18,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Ireland,top200,MOVE_UP,6423.0
positions,96,2020-10-23,Ariana Grande,https://open.spotify.com/track/7igeByaBM0MgGsgXtNxDJ7,Japan,top200,NEW_ENTRY,32836.0
Beautiful People (feat. Khalid),70,2019-11-22,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,United States,top200,MOVE_DOWN,439255.0
"thank u, next",59,2018-12-31,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Uruguay,top200,MOVE_DOWN,4204.0
breathin,18,2018-10-04,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Lithuania,top200,MOVE_DOWN,1830.0
Happier,64,2017-04-08,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Taiwan,top200,MOVE_DOWN,5592.0
Overpass Graffiti,152,2021-12-05,Ed Sheeran,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3,Global,top200,MOVE_DOWN,872017.0
Happier,138,2017-07-11,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Indonesia,top200,MOVE_DOWN,8395.0
no tears left to cry,7,2018-05-31,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Czech Republic,top200,MOVE_DOWN,8553.0
no tears left to cry,8,2018-05-23,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Australia,top200,SAME_POSITION,163805.0
Perfect,193,2020-11-28,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Switzerland,top200,NEW_ENTRY,7130.0
Photograph,155,2021-10-05,Ed Sheeran,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,Denmark,top200,MOVE_UP,8016.0
no tears left to cry,128,2018-09-28,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,Austria,top200,MOVE_DOWN,4844.0
breathin,43,2018-10-04,Ariana Grande,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,Belgium,top200,MOVE_DOWN,11602.0
bloodline,8,2019-02-09,Ariana Grande,https://open.spotify.com/track/2hloaUoRonYssMuqLCBLTX,New Zealand,top200,MOVE_UP,33579.0
7 rings,106,2019-06-08,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Dominican Republic,top200,MOVE_DOWN,2223.0
Stuck with U (with Justin Bieber),49,2021-02-04,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Singapore,top200,MOVE_DOWN,12918.0
Stuck with U (with Justin Bieber),71,2021-08-31,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Singapore,top200,MOVE_UP,9495.0
no tears left to cry,23,2018-05-23,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,Turkey,top200,MOVE_UP,30106.0
Shape of You,1,2017-05-01,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Malaysia,top200,SAME_POSITION,42600.0
Bad Habits,163,2021-07-09,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Paraguay,top200,MOVE_DOWN,4735.0
I Don't Care (with Justin Bieber),180,2020-11-14,Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,Belgium,top200,MOVE_UP,7156.0
Thinking out Loud,75,2017-02-14,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Panama,top200,MOVE_UP,1493.0
Perfect,51,2017-11-08,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Guatemala,top200,SAME_POSITION,3070.0
"thank u, next",2,2018-12-20,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Finland,viral50,SAME_POSITION,
Castle on the Hill,163,2018-08-06,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Australia,top200,MOVE_DOWN,28677.0
7 rings,173,2019-08-04,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Sweden,top200,MOVE_UP,17306.0
Afterglow,112,2021-03-21,Ed Sheeran,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,Canada,top200,SAME_POSITION,39153.0
Castle on the Hill,21,2017-01-10,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,Brazil,top200,MOVE_DOWN,131587.0
Shape of You,41,2018-06-21,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Hong Kong,top200,SAME_POSITION,5274.0
Galway Girl,148,2018-01-21,Ed Sheeran,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,Netherlands,top200,MOVE_DOWN,22367.0
Shivers,35,2021-09-23,Ed Sheeran,https://open.spotify.com/track/75MNhvTCCKsST3YqqUiU9r,Portugal,top200,SAME_POSITION,15288.0
7 rings,130,2019-07-17,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,Japan,top200,MOVE_UP,12312.0
Perfect Duet (Ed Sheeran & Beyoncé),145,2018-11-11,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Sweden,top200,MOVE_UP,18036.0
"break up with your girlfriend, i'm bored",104,2019-06-10,Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,India,top200,MOVE_DOWN,9563.0
Beautiful People (feat. Khalid),196,2020-05-08,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Indonesia,top200,MOVE_DOWN,27492.0
Shape of You,174,2020-08-11,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Australia,top200,MOVE_UP,32687.0
Stuck with U (with Justin Bieber),69,2020-10-10,Ariana Grande,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,Global,top200,MOVE_DOWN,1206648.0
34+35,111,2021-01-16,Ariana Grande,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,El Salvador,top200,MOVE_DOWN,3052.0
positions,183,2021-02-08,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Italy,top200,MOVE_UP,34877.0
Santa Tell Me,60,2018-12-11,Ariana Grande,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,Singapore,top200,SAME_POSITION,11435.0
South of the Border (feat. Camila Cabello & Cardi B),171,2020-05-04,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,South Africa,top200,MOVE_DOWN,1768.0
Shape of You,10,2017-06-12,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,Iceland,top200,MOVE_DOWN,4156.0
God is a woman,36,2018-11-08,Ariana Grande,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,United States,top200,MOVE_UP,560268.0
Beautiful People (feat. Khalid),133,2021-01-07,Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,Australia,top200,MOVE_UP,36944.0
"thank u, next",136,2019-10-27,Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,Australia,top200,MOVE_DOWN,34788.0
Drunk,175,2017-03-05,Ed Sheeran,https://open.spotify.com/track/4RnCPWlBsY7oUDdyruod7Y,Japan,top200,MOVE_UP,1445.0
New Man,55,2017-03-24,Ed Sheeran,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG,Singapore,top200,MOVE_DOWN,9758.0
Thinking out Loud,133,2017-11-04,Ed Sheeran,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,Denmark,top200,MOVE_UP,10274.0
7 rings,33,2019-04-20,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,El Salvador,top200,MOVE_DOWN,2906.0
Perfect,189,2021-11-16,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,Belgium,top200,MOVE_DOWN,6258.0
Happier,97,2018-08-23,Ed Sheeran,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,Czech Republic,top200,MOVE_UP,2527.0
South of the Border (feat. Camila Cabello & Cardi B),176,2019-12-10,Ed Sheeran,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,Finland,top200,MOVE_DOWN,6674.0
no tears left to cry,36,2018-07-01,Ariana Grande,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9,New Zealand,top200,MOVE_DOWN,18411.0
positions,81,2020-11-25,Ariana Grande,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,Japan,top200,MOVE_DOWN,39951.0
Bad Habits,21,2021-08-09,Ed Sheeran,https://open.spotify.com/track/6PQ88X9TkUIAUIZJHW2upE,Spain,viral50,MOVE_DOWN,
Perfect Duet (Ed Sheeran & Beyoncé),144,2018-11-01,Ed Sheeran,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,Singapore,top200,MOVE_UP,7197.0
